page,title,url,date
4,도로위의 무법자 자전거·킥보드…교통사고 속출,https://www.kwnews.co.kr/page/view/2024041616352074679,5면 1단
4,보행환경 해치고 사고 유발… 무단방치된 개인형이동장치 강제 수거,https://www.idaegu.co.kr/news/articleView.html?idxno=457253,1주 전
4,"'오프로드 문제없어'…야디, 전동 킥보드 2종 출시",https://www.digitaltoday.co.kr/news/articleView.html?idxno=513901,1주 전
4,[위키뉴스] 거리의 흉물 된 '전동킥보드'.. 서울시가 특단의 조치 내렸다,https://www.wikitree.co.kr/articles/940936,3주 전
5,"서울시, 어린이보호구역에 방치된 전동킥보드 즉시 견인",http://news.lghellovision.net/news/articleView.html?idxno=462134,3주 전
5,부천 역곡동 주택서 전동 킥보드 화재…인명 피해 없어,http://news.lghellovision.net/news/articleView.html?idxno=461678,3주 전
5,아이들이 어린이집 주차장에 각 맞춰 세워놓은 킥보드 상태,https://www.insight.co.kr/news/465346,4주 전
5,"충남도의회 ""킥보드 사고 증가… 개인 이동장치 법률 제정해야""",https://www.ccdailynews.com/news/articleView.html?idxno=2268360,1주 전
5,"빔모빌리티, 유저 스토리 담은 ‘빔피플’ 선봬…“10년 동안 전동 킥보드로 출근”",https://www.etoday.co.kr/news/view/2344555,2024.03.27.
5,방치된 킥보드 신속처리…송파 공유모빌리티 신고시스템 '효과',https://www.yna.co.kr/view/AKR20240327056200004?input=1195m,2024.03.27.
5,"[기가車] 좌측에서 급등장한 킥보드와 '쾅'…""킥보드 밉지만 차량 잘못""",http://www.inews24.com/view/1701459,2024.03.27.
5,"지쿠, JW 메리어트 제주 투숙객에 자전거·킥보드 할인",http://www.edaily.co.kr/news/newspath.asp?newsid=03043846638854480,2주 전
5,'전용 거치대' 설치에도 전동킥보드 방치...시민들 불편 이어져,http://www.jeonmin.co.kr/news/articleView.html?idxno=395859,1주 전
5,자전거·킥보드 ‘아찔 주행’… 봄나들이 안전 위협,http://www.segye.com/newsView/20240410521449?OutUrl=naver,A13면 1단
6,“네가 나 쳤잖아”… 킥보드 음주운전자 ‘적반하장’,https://www.kmib.co.kr/article/view.asp?arcid=0019978547&code=61121111&cp=nv,2주 전
6,"호남대, 광산경찰서와 '전동킥보드 안전 운행 캠페인'",https://news.unn.net/news/articleView.html?idxno=561902,2주 전
6,"'도로 위 무법자' 무면허 킥보드 운전, 한 해 3만건 적발",https://www.newspim.com/news/view/20240409000885,2주 전
6,"예천군의회, 전동킥보드 대책·교육명품도시 방안 촉구",https://www.yeongnam.com/web/view.php?key=20240401010000129,3주 전
6,"지쿠 “서울 버스 파업 기간, 공유 킥보드·자전거 반값”",http://www.edaily.co.kr/news/newspath.asp?newsid=01905686638827912,2024.03.28.
6,"전동화 시대에도 인정받는 볼보...EX30, ‘세계 올해의 도심형 자동차’ 선정",https://economist.co.kr/article/view/ecn202403290028,4주 전
6,"전북경찰청, 전동 킥보드 12일까지 특별 단속",https://jtv.co.kr/2021/?c=3/45&uid=2182132,3주 전
6,"""나의 첫 직장, 늙을 때까지 일하고 싶다""",http://www.kyeongin.com/main/view.php?key=20240422010002450,6일 전
6,"음주 후 전동킥보드 이용, 처벌받나요?",http://www.jejuilbo.net/news/articleView.html?idxno=225588,2주 전
6,광주 대학가 도로서 전동 킥보드 타다 넘어진 대학생 숨져,http://www.mdilbo.com/detail/c3QycN/716206,2024.03.26.
7,새학기 늘어난 전동 킥보드⋯헬멧 없이 '불법 질주' 여전,https://www.mstoday.co.kr/news/articleView.html?idxno=89550,2024.03.18.
7,"지쿠, 대전중부서와 'PM 활용' 도시 치안 강화 협력 MOU 체결",https://biz.chosun.com/it-science/ict/2024/04/26/QEZFUZOSKZHQNH7JF5TN6IDZVU/?utm_source=naver&utm_medium=original&utm_campaign=biz,1일 전
7,전동 킥보드 음주운전 사고 낸 30대 공무원 벌금형,https://www.kwnews.co.kr/page/view/2024032417123156427,5면 1단
7,술 취해 전동 킥보드 타다 사고 내고도 현장 떠난 30대 공무원,https://www.nocutnews.co.kr/news/6116440?utm_source=naver&utm_medium=article&utm_campaign=20240323070100,2024.03.23.
7,"대한민국의 희망, 스타트업에 뛰어든 사람들 ④ 정지은 코딧 대표이사 | “법안, 정책 자료를 빅데이터 기술 활용해 맞춤 제공하는 국내 유일 회사”",http://monthly.chosun.com/client/news/viw.asp?ctcd=I&nNewsNumb=202404100041,2024.03.28.
7,"“길거리 방치된 전동 킥보드 없애자”… 경기, 공유모빌리티 안전대책 마련",https://www.munhwa.com/news/view.html?no=2024031901071127042001,11면 1단
7,"목포시, '전동 킥보드 견인구역' 지정·집중 단속",http://www.asiaa.co.kr/news/articleView.html?idxno=161505,2024.03.04.
7,전동 킥보드 1대에 둘이 타 '무면허운전'한 10대 여학생들...차량과 충돌 사고,https://www.insight.co.kr/news/463907,2024.03.11.
7,전동 킥보드 무분별 주차…청주시·LG전자 손잡고 바꾼다,https://www.hani.co.kr/arti/area/chungcheong/1129435.html,2024.02.22.
7,60만원 다이슨 드라이기 베꼈는데…짝퉁 아니라는 이 회사 [팩플인터뷰],https://www.joongang.co.kr/article/25244038,6일 전
8,‘느리지만 묵묵한 일꾼’ 인하대 장애인 청년 인턴 이야기,http://www.kyeongin.com/main/view.php?key=20240419020248252,1주 전
8,전동 킥보드 타다 버스·도시철도 갈아타면 요금 할인,https://www.busan.com/view/busan/view.php?code=2024030510271489231,8면 1단
8,"부산, 전국 최초 전동 킥보드→버스 환승 할인 적용",https://www.seoul.co.kr/news/publicnews/local_govern/news_local/2024/03/06/20240306012009&wlog_tag3=naver,12면 1단
8,"[전남일보]광주 광산경찰, 전동 킥보드 사고 예방활동",http://www.jnilbo.com/73134256495,2024.03.26.
8,CJ원포인트로 '스윙' 전동 킥보드 탄다,http://www.edaily.co.kr/news/newspath.asp?newsid=02040166638763296,2024.01.31.
8,[와글와글] 무단 방치 전동 킥보드‥결국 이런 사고도,https://imnews.imbc.com/replay/2024/nwtoday/article/6565929_36523.html,2024.01.26.
8,"전동 킥보드 관리 강화 나선 광주광역시, 주차구역 110곳 추가 설치",http://www.fnnews.com/news/202401241556295040,2024.01.24.
8,"소비자원 ""일부 전동 킥보드 사업자, 이용자에 사고 책임 전가""",https://www.cstimes.com/news/articleView.html?idxno=576539,2024.01.23.
8,"동두천시 자원봉사센터, 전동 킥보드 안전 이용 캠페인 실시",http://www.tournews21.com/news/articleView.html?idxno=66837,2024.02.11.
8,"""어디서 본 느낌인데?"" BMW가 개발 중인 접이식 전동 킥보드, 이렇게 나온다",https://www.autodaily.co.kr/news/articleView.html?idxno=513561,2024.01.18.
9,"동두천시 자원봉사센터, 전동 킥보드 안전 이용 캠페인 추진",https://www.kmaeil.com/news/articleView.html?idxno=438048,2024.02.05.
9,"인천시, 공유 전동 킥보드 속도 20km/h로 제한",http://news.lghellovision.net/news/articleView.html?idxno=454621,2024.02.05.
9,전동 킥보드도 고급·대형화…눈길 끄는 신제품 3종,https://www.digitaltoday.co.kr/news/articleView.html?idxno=501442,2024.01.11.
9,"[더벨][IPO 모니터]다각화 성공 더스윙, 4륜차 시장 '정조준'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404160951516840107783,5일 전
9,도성훈 교육감 전동 킥보드 안전사고 예방 위한 간담회 개최,https://www.viva100.com/main/view.php?key=20240126010008688,2024.01.26.
9,“날 고소해?” 앙심…킥보드 12대로 이웃 차량 에워쌌다가 ‘벌금형’,https://www.seoul.co.kr/news/society/law/2024/03/25/20240325500091&wlog_tag3=naver,2024.03.25.
9,"신촌에서 역주행하던 전동 킥보드가 승용차와 충돌하는 사고가 발생했고, 당시 킥보드 운전자들 상태를 보니 위험천만해 눈 질끈 감게 된다",https://www.huffingtonpost.kr/news/articleView.html?idxno=215894,2023.12.31.
9,이웃집 차량 주변으로 킥보드 12대 세워둔 30대.. 벌금 100만원,http://www.fnnews.com/news/202403260937170012,2024.03.26.
9,늦은 밤 운전하다 역주행하던 전동 킥보드와 충돌… 1명 의식불명,http://moneys.mt.co.kr/news/mwView.php?no=2023123013285234696,2023.12.30.
9,전동 킥보드 안전이용 캠페인,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160287422456262,2024.02.07.
10,"""날 고소해?”...킥보드 12대로 차량 가로막은 30대, ‘스토킹’ 혐의 처벌",http://www.segye.com/newsView/20240326506136?OutUrl=naver,2024.03.26.
10,[독자의 눈] 청소년 킥보드 이용 주의해야,https://www.busan.com/view/busan/view.php?code=2024031917560365849,22면 1단
10,"씽씽, 공유 전동 킥보드에 새로운 속도 조절 기능 도입... ""사용자 안전 최우선""",https://kr.aving.net/news/articleView.html?idxno=1787945,2024.02.02.
10,[사설] 전동 킥보드 등 공유형 이동장치 안전 대책 마련해야,http://www.suwonilbo.kr/news/articleView.html?idxno=303277,2023.12.25.
10,"도로교통공단, ‘전동 킥보드 등 개인형 이동 장치’ 안전하게 이용해요",https://idsn.co.kr/news/view/1065586028791217,2024.01.02.
10,"전동 킥보드, 전철역 보행안전 위협 여전 ""주차공간 필요""",http://www.incheontoday.com/news/articleView.html?idxno=237805,2023.12.14.
10,"도로 위의 무법자 전동 킥보드, 이렇게 관리할 거면 왜 허용했나...시민들 불편 극에 달했다",https://www.autodaily.co.kr/news/articleView.html?idxno=512365,2023.12.12.
10,도로위 '킥라니' 킥보드 관련 법규 위반,https://www.ytn.co.kr/_ln/0103_202403151458378194,2024.03.15.
10,접으면 A4 크기…휴대하기 편한 전동 킥보드 등장,https://www.khan.co.kr/science/science-general/article/202312102052005,A14면 1단
10,"[청년발언대] 전동 킥보드 이용 행태, 이대로 괜찮은가?",https://www.youthdaily.co.kr/news/article.html?no=141137,2023.12.10.
11,전동 킥보드 타다 넘어진 대학생 숨져,https://kjmbc.co.kr/article/2kntZD2SrbT9CLqx,2024.03.27.
11,"""킥보드, 교통약자보호구역에 방치하면 견인료 4만원 부과""",https://www.ajunews.com/view/20240403091912720,3주 전
11,"호남대, 광산경찰서와 ‘전동킥보드 안전 운행 캠페인’",https://dhnews.co.kr/news/view/1065594483171899,2주 전
11,"""킥라니 사고 막아라""...부산시의회 '개인형 이동장치 안전교육 조례' 제정 나서",https://www.gukjenews.com/news/articleView.html?idxno=2978820,2일 전
11,"서울시, ‘전동 킥보드 무단 방치’ 즉시 견인… “보행 안전 확보”",http://mcnews.co.kr/80940,3주 전
11,"여수시, 무단방치 전동킥보드 '견인 조치'",https://ysmbc.co.kr/article/fI4Pj0f8cvb8npZhTl3be4,2주 전
11,"'도로 위 무법자' 무면허 킥보드 운전, 한 해 3만건 적발",https://www.newspim.com/news/view/20240409000885,2주 전
11,"예천군의회, 전동킥보드 대책·교육명품도시 방안 촉구",https://www.yeongnam.com/web/view.php?key=20240401010000129,3주 전
11,"지쿠 “서울 버스 파업 기간, 공유 킥보드·자전거 반값”",http://www.edaily.co.kr/news/newspath.asp?newsid=01905686638827912,2024.03.28.
11,"전동화 시대에도 인정받는 볼보...EX30, ‘세계 올해의 도심형 자동차’ 선정",https://economist.co.kr/article/view/ecn202403290028,4주 전
12,"지쿠 “서울 버스 파업 기간, 공유 킥보드·자전거 반값”",http://www.edaily.co.kr/news/newspath.asp?newsid=01905686638827912,2024.03.28.
12,도로 위의 무법자 전동킥보드,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1081724,3주 전
12,"전동화 시대에도 인정받는 볼보...EX30, ‘세계 올해의 도심형 자동차’ 선정",https://economist.co.kr/article/view/ecn202403290028,4주 전
12,"소방관 꿈꾸던 새내기 대학생, 뇌사…5명 살리고 하늘로",https://www.newsis.com/view/?id=NISX20240415_0002700135&cID=10201&pID=10200,1주 전
12,"'보행방해 전동킥보드 즉시 견인' 서울시, 공유 킥보드 관리 대폭 강화",https://www.factin.co.kr/article/view/fin202404040001,3주 전
12,"전북경찰청, 전동 킥보드 12일까지 특별 단속",https://jtv.co.kr/2021/?c=3/45&uid=2182132,3주 전
12,"빔모빌리티, 유저 스토리 '빔피플' 콘텐츠 선보인다",https://www.gpkorea.com/news/articleView.html?idxno=111960,2024.03.27.
12,시흥 정왕동 킥보드 타던 40대 주차된 화물차 들이받아 사망,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1081881,3주 전
12,"""나의 첫 직장, 늙을 때까지 일하고 싶다""",http://www.kyeongin.com/main/view.php?key=20240422010002450,6일 전
12,"음주 후 전동킥보드 이용, 처벌받나요?",http://www.jejuilbo.net/news/articleView.html?idxno=225588,2주 전
13,시흥 정왕동 킥보드 타던 40대 주차된 화물차 들이받아 사망,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1081881,3주 전
13,"""나의 첫 직장, 늙을 때까지 일하고 싶다""",http://www.kyeongin.com/main/view.php?key=20240422010002450,6일 전
13,"무단주차 공유킥보드 신고 받는데 세금 5억…민간업체 ""노력 기울일 것""",https://www.newspim.com/news/view/20240404000844,3주 전
13,"음주 후 전동킥보드 이용, 처벌받나요?",http://www.jejuilbo.net/news/articleView.html?idxno=225588,2주 전
13,광주 대학가 도로서 전동 킥보드 타다 넘어진 대학생 숨져,http://www.mdilbo.com/detail/c3QycN/716206,2024.03.26.
13,새학기 늘어난 전동 킥보드⋯헬멧 없이 '불법 질주' 여전,https://www.mstoday.co.kr/news/articleView.html?idxno=89550,2024.03.18.
13,"지쿠, 대전중부서와 'PM 활용' 도시 치안 강화 협력 MOU 체결",https://biz.chosun.com/it-science/ict/2024/04/26/QEZFUZOSKZHQNH7JF5TN6IDZVU/?utm_source=naver&utm_medium=original&utm_campaign=biz,1일 전
13,전동 킥보드 음주운전 사고 낸 30대 공무원 벌금형,https://www.kwnews.co.kr/page/view/2024032417123156427,5면 1단
13,술 취해 전동 킥보드 타다 사고 내고도 현장 떠난 30대 공무원,https://www.nocutnews.co.kr/news/6116440?utm_source=naver&utm_medium=article&utm_campaign=20240323070100,2024.03.23.
13,"대한민국의 희망, 스타트업에 뛰어든 사람들 ④ 정지은 코딧 대표이사 | “법안, 정책 자료를 빅데이터 기술 활용해 맞춤 제공하는 국내 유일 회사”",http://monthly.chosun.com/client/news/viw.asp?ctcd=I&nNewsNumb=202404100041,2024.03.28.
14,전동 킥보드 음주운전 사고 낸 30대 공무원 벌금형,https://www.kwnews.co.kr/page/view/2024032417123156427,5면 1단
14,"지바이크-대전중부경찰서, PM 활용 치안 강화 '맞손'",http://www.fnnews.com/news/202404261516443838,1일 전
14,술 취해 전동 킥보드 타다 사고 내고도 현장 떠난 30대 공무원,https://www.nocutnews.co.kr/news/6116440?utm_source=naver&utm_medium=article&utm_campaign=20240323070100,2024.03.23.
14,"대한민국의 희망, 스타트업에 뛰어든 사람들 ④ 정지은 코딧 대표이사 | “법안, 정책 자료를 빅데이터 기술 활용해 맞춤 제공하는 국내 유일 회사”",http://monthly.chosun.com/client/news/viw.asp?ctcd=I&nNewsNumb=202404100041,2024.03.28.
14,"“길거리 방치된 전동 킥보드 없애자”… 경기, 공유모빌리티 안전대책 마련",https://www.munhwa.com/news/view.html?no=2024031901071127042001,11면 1단
14,"목포시, '전동 킥보드 견인구역' 지정·집중 단속",http://www.asiaa.co.kr/news/articleView.html?idxno=161505,2024.03.04.
14,전동 킥보드 1대에 둘이 타 '무면허운전'한 10대 여학생들...차량과 충돌 사고,https://www.insight.co.kr/news/463907,2024.03.11.
14,전동 킥보드 무분별 주차…청주시·LG전자 손잡고 바꾼다,https://www.hani.co.kr/arti/area/chungcheong/1129435.html,2024.02.22.
14,"빔모빌리티, 유저 스토리 담은 '빔피플' 콘텐츠 선봬",https://www.electimes.com/news/articleView.html?idxno=334715,2024.03.27.
14,60만원 다이슨 드라이기 베꼈는데…짝퉁 아니라는 이 회사 [팩플인터뷰],https://www.joongang.co.kr/article/25244038,6일 전
15,"지쿠, 대전중부경찰서와 PM 활용 도시 치안 강화 협력 MOU",https://www.etnews.com/20240426000164,1일 전
15,60만원 다이슨 드라이기 베꼈는데…짝퉁 아니라는 이 회사 [팩플인터뷰],https://www.joongang.co.kr/article/25244038,6일 전
15,‘느리지만 묵묵한 일꾼’ 인하대 장애인 청년 인턴 이야기,http://www.kyeongin.com/main/view.php?key=20240419020248252,1주 전
15,전동 킥보드 타다 버스·도시철도 갈아타면 요금 할인,https://www.busan.com/view/busan/view.php?code=2024030510271489231,8면 1단
15,"부산, 전국 최초 전동 킥보드→버스 환승 할인 적용",https://www.seoul.co.kr/news/publicnews/local_govern/news_local/2024/03/06/20240306012009&wlog_tag3=naver,12면 1단
15,"[전남일보]광주 광산경찰, 전동 킥보드 사고 예방활동",http://www.jnilbo.com/73134256495,2024.03.26.
15,CJ원포인트로 '스윙' 전동 킥보드 탄다,http://www.edaily.co.kr/news/newspath.asp?newsid=02040166638763296,2024.01.31.
15,[와글와글] 무단 방치 전동 킥보드‥결국 이런 사고도,https://imnews.imbc.com/replay/2024/nwtoday/article/6565929_36523.html,2024.01.26.
15,"전동 킥보드 관리 강화 나선 광주광역시, 주차구역 110곳 추가 설치",http://www.fnnews.com/news/202401241556295040,2024.01.24.
15,"소비자원 ""일부 전동 킥보드 사업자, 이용자에 사고 책임 전가""",https://www.cstimes.com/news/articleView.html?idxno=576539,2024.01.23.
16,"""전동 킥보드 타고 바닥에 내팽겨쳐둔 학생들 때문에 자동차가 고장났습니다"" (영상)",https://www.insight.co.kr/news/460764,2024.01.26.
16,"전동 킥보드 관리 강화 나선 광주광역시, 주차구역 110곳 추가 설치",http://www.fnnews.com/news/202401241556295040,2024.01.24.
16,"소비자원 ""일부 전동 킥보드 사업자, 이용자에 사고 책임 전가""",https://www.cstimes.com/news/articleView.html?idxno=576539,2024.01.23.
16,CJ원 포인트로 밴·스쿠터·전동 킥보드 탄다,https://www.yna.co.kr/view/AKR20240131039900017?input=1195m,2024.01.31.
16,"동두천시 자원봉사센터, 전동 킥보드 안전 이용 캠페인 실시",http://www.tournews21.com/news/articleView.html?idxno=66837,2024.02.11.
16,"""어디서 본 느낌인데?"" BMW가 개발 중인 접이식 전동 킥보드, 이렇게 나온다",https://www.autodaily.co.kr/news/articleView.html?idxno=513561,2024.01.18.
16,"동두천시 자원봉사센터, 전동 킥보드 안전 이용 캠페인 추진",https://www.kmaeil.com/news/articleView.html?idxno=438048,2024.02.05.
16,"인천시, 공유 전동 킥보드 속도 20km/h로 제한",http://news.lghellovision.net/news/articleView.html?idxno=454621,2024.02.05.
16,전동 킥보드도 고급·대형화…눈길 끄는 신제품 3종,https://www.digitaltoday.co.kr/news/articleView.html?idxno=501442,2024.01.11.
16,"[더벨][IPO 모니터]다각화 성공 더스윙, 4륜차 시장 '정조준'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404160951516840107783,5일 전
17,"CJ ONE, 모빌리티 카테고리 제휴 강화... ""스윙 전동 킥보드에 택시까지""",http://www.thefirstmedia.net/news/articleView.html?idxno=137809,2024.01.31.
17,"동두천시 자원봉사센터, 전동 킥보드 안전 이용 캠페인 추진",https://www.kmaeil.com/news/articleView.html?idxno=438048,2024.02.05.
17,"인천시, 공유 전동 킥보드 속도 20km/h로 제한",http://news.lghellovision.net/news/articleView.html?idxno=454621,2024.02.05.
17,전동 킥보드도 고급·대형화…눈길 끄는 신제품 3종,https://www.digitaltoday.co.kr/news/articleView.html?idxno=501442,2024.01.11.
17,"[더벨][IPO 모니터]다각화 성공 더스윙, 4륜차 시장 '정조준'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404160951516840107783,5일 전
17,도성훈 교육감 전동 킥보드 안전사고 예방 위한 간담회 개최,https://www.viva100.com/main/view.php?key=20240126010008688,2024.01.26.
17,“날 고소해?” 앙심…킥보드 12대로 이웃 차량 에워쌌다가 ‘벌금형’,https://www.seoul.co.kr/news/society/law/2024/03/25/20240325500091&wlog_tag3=naver,2024.03.25.
17,"신촌에서 역주행하던 전동 킥보드가 승용차와 충돌하는 사고가 발생했고, 당시 킥보드 운전자들 상태를 보니 위험천만해 눈 질끈 감게 된다",https://www.huffingtonpost.kr/news/articleView.html?idxno=215894,2023.12.31.
17,이웃집 차량 주변으로 킥보드 12대 세워둔 30대.. 벌금 100만원,http://www.fnnews.com/news/202403260937170012,2024.03.26.
17,늦은 밤 운전하다 역주행하던 전동 킥보드와 충돌… 1명 의식불명,http://moneys.mt.co.kr/news/mwView.php?no=2023123013285234696,2023.12.30.
18,전동 킥보드도 고급·대형화…눈길 끄는 신제품 3종,https://www.digitaltoday.co.kr/news/articleView.html?idxno=501442,2024.01.11.
18,"[더벨][IPO 모니터]다각화 성공 더스윙, 4륜차 시장 '정조준'",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202404160951516840107783,5일 전
18,도성훈 교육감 전동 킥보드 안전사고 예방 위한 간담회 개최,https://www.viva100.com/main/view.php?key=20240126010008688,2024.01.26.
18,“날 고소해?” 앙심…킥보드 12대로 이웃 차량 에워쌌다가 ‘벌금형’,https://www.seoul.co.kr/news/society/law/2024/03/25/20240325500091&wlog_tag3=naver,2024.03.25.
18,"신촌에서 역주행하던 전동 킥보드가 승용차와 충돌하는 사고가 발생했고, 당시 킥보드 운전자들 상태를 보니 위험천만해 눈 질끈 감게 된다",https://www.huffingtonpost.kr/news/articleView.html?idxno=215894,2023.12.31.
18,이웃집 차량 주변으로 킥보드 12대 세워둔 30대.. 벌금 100만원,http://www.fnnews.com/news/202403260937170012,2024.03.26.
18,늦은 밤 운전하다 역주행하던 전동 킥보드와 충돌… 1명 의식불명,http://moneys.mt.co.kr/news/mwView.php?no=2023123013285234696,2023.12.30.
18,전동 킥보드 안전이용 캠페인,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160287422456262,2024.02.07.
18,"""날 고소해?”...킥보드 12대로 차량 가로막은 30대, ‘스토킹’ 혐의 처벌",http://www.segye.com/newsView/20240326506136?OutUrl=naver,2024.03.26.
18,[독자의 눈] 청소년 킥보드 이용 주의해야,https://www.busan.com/view/busan/view.php?code=2024031917560365849,22면 1단
19,늦은 밤 운전하다 역주행하던 전동 킥보드와 충돌… 1명 의식불명,http://moneys.mt.co.kr/news/mwView.php?no=2023123013285234696,2023.12.30.
19,전동 킥보드 안전이용 캠페인,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160287422456262,2024.02.07.
19,"""날 고소해?”...킥보드 12대로 차량 가로막은 30대, ‘스토킹’ 혐의 처벌",http://www.segye.com/newsView/20240326506136?OutUrl=naver,2024.03.26.
